SpeciesName,IL_Site,IndividualNumber,ave_melanism_dorsal,ave_melanism_ventral,HSV_V_dorsal,HSV_V_ventral,HSV_S_dorsal,HSV_S_ventral,HSV_H_dorsal,HSV_H_ventral
Brachinus cyanochroaticus,WOOD,28,162.718,238.299,64.072,95.422,0.25905231614433777,0.3070256335017081,13.367875647668392,21.764003140253248
Brachinus cyanochroaticus,WOOD,15,250.099,179.538,97.617,75.064,0.26991200303225865,0.371869338164766,22.644603005920725,21.868596403238524
Brachinus cyanochroaticus,WOOD,9,219.23,251.189,87.114,94.17,0.29461395412907226,0.19797175321227567,21.54997077732322,19.19755404173148
Brachinus cyanochroaticus,WOOD,13,194.516,204.743,78.009,85.978,0.30269584278737066,0.37938775035474187,19.603608181933684,22.159477605076823
Brachinus cyanochroaticus,WOOD,11,215.847,197.958,85.87,83.148,0.2900547339000816,0.3799850868331169,19.394547717509134,22.22630163000475
Brachinus cyanochroaticus,WOOD,12,193.584,244.417,77.959,96.725,0.3099834528405957,0.28489015249418453,19.959447157162952,20.367252141094514
Brachinus cyanochroaticus,WOOD,23,188.452,198.381,74.119,83.425,0.2711990177957068,0.365537908300869,18.796079797025023,17.896704377766852
Brachinus cyanochroaticus,WOOD,24,190.698,189.496,75.978,79.403,0.29703335175971995,0.3712957948692115,21.003190358029077,20.862221016213276
Brachinus cyanochroaticus,WOOD,25,183.311,251.853,74.078,100.718,0.306339264019007,0.30984531066939386,17.08808883796766,23.289005671804397
Brachinus cyanochroaticus,WOOD,14,202.049,203.224,79.179,88.432,0.2675962060647394,0.44018002533019723,19.50538040400226,24.323074551713503
Brachinus cyanochroaticus,WOOD,17,205.153,193.222,81.453,83.122,0.28763826992253205,0.4183008108563317,19.59622689828845,23.11647972389992
Brachinus cyanochroaticus,WOOD,12,196.84,212.294,78.008,92.349,0.2830222541277818,0.4402538197489957,18.947368421052648,24.440071820350738
Brachinus cyanochroaticus,WOOD,5,184.312,272.358,73.123,106.462,0.28075981565307767,0.2739569048111063,17.544081831466126,23.254474387985987
Brachinus cyanochroaticus,WOOD,29,165.022,226.14,65.128,89.141,0.26885517749662197,0.27817726971876033,15.96116504854368,20.109690688389737
Brachinus cyanochroaticus,WOOD,24,185.714,265.04,76.615,106.227,0.34391437708020617,0.3137620378999689,19.508140726403283,23.43654365436542
Brachinus cyanochroaticus,WOOD,17,193.778,301.718,78.158,116.389,0.3059059853118043,0.25333150039952224,17.872767577063037,23.444463286416834
Brachinus cyanochroaticus,WOOD,29,190.109,203.813,74.632,87.665,0.2548906635223497,0.42001939200365035,13.43321242706199,23.56264088427798
Brachinus cyanochroaticus,WOOD,26,196.78,201.055,76.837,84.887,0.2579096008433438,0.40225240613992724,17.872533683201297,25.805658056580562
Brachinus cyanochroaticus,WOOD,27,193.545,223.097,77.033,91.407,0.29750885983928954,0.34640673033793906,21.68252028972859,23.125315816068706
Brachinus cyanochroaticus,WOOD,33,200.148,271.944,80.787,110.015,0.31063166103457246,0.333890833068218,19.072325164375357,25.097323932159117
Brachinus cyanochroaticus,WOOD,6,208.941,194.958,81.17,83.833,0.2575089318713811,0.4216955136998556,20.768347526552496,24.037678207739297
Brachinus cyanochroaticus,WOOD,7,215.999,246.898,88.153,102.335,0.3382074348008577,0.3691796550544778,22.475347152344536,24.541556379036507
Brachinus cyanochroaticus,WOOD,4,223.123,231.697,91.526,99.504,0.3531237025544653,0.4240734040842579,24.47710396039604,24.99561580207124
Brachinus cyanochroaticus,WOOD,23,209.121,269.802,81.983,103.153,0.2605540172962688,0.2302792938644538,16.555404709517358,19.830765344784048
Brachinus cyanochroaticus,WOOD,22,233.634,258.2,88.754,100.179,0.21205804808797338,0.2588566466025814,15.984272886669116,22.04303563165203
Brachinus cyanochroaticus,WOOD,21,178.254,267.739,71.627,105.363,0.297806693006827,0.2821578732572155,16.975294172800176,22.418513908977783
Brachinus cyanochroaticus,WOOD,26,216.251,235.185,84.21,97.467,0.2555753473459208,0.3673551048047031,18.58098689712851,24.12065354000838
Brachinus cyanochroaticus,WOOD,1,201.411,198.189,79.49,87.938,0.2863630645364197,0.4637471855170689,22.317796424021438,23.447683970476444
Brachinus cyanochroaticus,WOOD,5,194.759,202.975,78.334,86.75,0.30482293767712604,0.41568876080691647,18.878465533126725,24.703141898449843
Brachinus cyanochroaticus,WOOD,7,198.596,239.301,78.866,96.625,0.2865873760555879,0.3229288486416559,19.118662065303944,22.75165849437554
Brachinus cyanochroaticus,WOOD,14,205.679,225.437,83.058,97.655,0.3257723518505142,0.4417592545184578,23.55162983221228,26.080667593880378
Brachinus cyanochroaticus,WOOD,17,184.276,236.322,74.438,98.515,0.31768720277277734,0.37584124245038836,20.95230040595401,24.03014098201265
Brachinus cyanochroaticus,WOOD,16,219.715,228.747,87.298,98.07,0.30024742834887397,0.41730396655450186,23.447407576971504,24.02492364080635
Brachinus cyanochroaticus,WOOD,11,195.792,277.626,78.396,107.436,0.2995688555538548,0.25673889571465813,19.350223546944854,22.80535112206794
Brachinus cyanochroaticus,WOOD,29,196.733,184.552,78.514,76.958,0.2926357082813257,0.3620936095012864,18.65337743732592,20.261250269145204
Brachinus cyanochroaticus,WOOD,28,191.264,224.999,74.853,92.035,0.2541781892509318,0.3314499918509262,15.00157678965629,19.480085231929202
Brachinus cyanochroaticus,WOOD,18,195.003,197.981,76.19,83.943,0.25948287176794854,0.39927093384796825,18.12746585735964,23.601861797350516
Brachinus cyanochroaticus,WOOD,30,210.174,206.215,83.796,86.599,0.2844288510191417,0.3731451864340235,16.247377695728765,20.509995667512555
Brachinus cyanochroaticus,WOOD,32,171.083,211.45,67.522,90.096,0.2708006279434851,0.4067994139584444,16.6923707957342,23.678480805435058
Brachinus cyanochroaticus,WOOD,3,182.788,233.501,74.244,95.134,0.3256155379559291,0.33989951016460995,20.862874870734213,23.696808510638306
Brachinus cyanochroaticus,WOOD,19,168.798,183.828,64.028,76.789,0.21296932591991014,0.3759262394353359,17.538867703138713,23.268784425122096
Brachinus cyanochroaticus,WOOD,15,211.063,265.376,83.164,104.988,0.27163195613486607,0.2902807939955042,17.930942895086343,22.373014831342704
Brachinus cyanochroaticus,WOOD,20,174.932,205.691,70.497,87.326,0.30119012156545666,0.4004076678194351,16.691941788725106,23.414173768803977
Brachinus cyanochroaticus,WOOD,16,167.992,256.401,66.72,99.937,0.26906474820143883,0.25753224531454805,12.48663101604279,18.799393868749256
Brachinus cyanochroaticus,WOOD,30,201.921,158.132,81.084,64.673,0.30562133096541866,0.3212314257881959,19.928977845930376,16.355234657039695
Brachinus cyanochroaticus,WOOD,32,189.712,193.731,73.979,83.438,0.2551534895037781,0.4145353436084278,17.568340750158935,21.845148606453098
Brachinus cyanochroaticus,WOOD,6,180.193,200.744,71.105,86.899,0.2787989592855636,0.42545944142049963,19.751815980629544,22.705290490100623
Brachinus cyanochroaticus,WOOD,39,225.991,198.54,88.888,83.85,0.2805553055530555,0.38258795468097784,22.142112438848354,20.854114713216955
Brachinus cyanochroaticus,WOOD,9,206.878,217.059,83.415,91.4,0.3203500569441948,0.3846389496717725,22.62630042661476,22.478666514961883
Brachinus cyanochroaticus,WOOD,25,180.569,186.353,71.918,79.975,0.28760532829055313,0.41544232572678963,17.935602397988795,23.255981941309265
Brachinus cyanochroaticus,WOOD,32,173.121,265.217,70.146,105.407,0.30911242266130645,0.29862343108142714,16.738458700364333,22.778536709343314
Brachinus cyanochroaticus,WOOD,5,204.046,226.558,80.519,97.575,0.279437151479775,0.4293620292083013,19.970666666666666,25.238811313999285
Brachinus cyanochroaticus,WOOD,21,194.789,200.915,76.878,85.277,0.2752282837742917,0.4004010460030254,18.35530979724939,23.500951823107336
Brachinus cyanochroaticus,WOOD,45,206.217,218.276,85.133,92.605,0.3625151233951582,0.40522649964904706,24.383384096947715,24.80360283536748
Brachinus cyanochroaticus,WOOD,44,202.397,214.332,83.391,90.601,0.3522562386828315,0.3980861138398031,22.41497872340424,24.392935370283098
Brachinus cyanochroaticus,WOOD,36,186.462,262.367,73.895,104.445,0.2745246633737059,0.3050122073818757,15.820763087843833,24.006026932856212
Brachinus cyanochroaticus,WOOD,35,195.922,216.358,79.244,90.023,0.3143834233506637,0.371627250813681,19.30558343033756,23.67179793752801
Brachinus cyanochroaticus,WOOD,5,229.333,250.804,90.124,106.093,0.29770094536416486,0.4069165731952156,28.2243756988446,26.221769243241997
Brachinus cyanochroaticus,WOOD,37,177.188,242.092,69.044,95.751,0.24536527431782626,0.2828377771511526,13.947228616964761,19.94608965364448
Brachinus cyanochroaticus,WOOD,37,192.979,201.604,76.965,85.746,0.2902748002338726,0.39966878921465715,18.171075600913113,22.59585643419903
Brachinus cyanochroaticus,WOOD,38,204.737,181.46,82.807,77.108,0.3169297281630779,0.39784458162577174,20.12802926383173,22.472862405059153
Brachinus cyanochroaticus,WOOD,7,213.426,197.667,89.022,84.456,0.3761991417851768,0.40953869470493504,23.899671543744407,23.375159014687185
Brachinus cyanochroaticus,WOOD,10,182.522,206.079,73.452,89.559,0.32406197244458956,0.4400786073984747,24.63218921984625,24.704539111460676
Brachinus cyanochroaticus,WOOD,33,189.161,167.406,73.213,68.479,0.2433174436234001,0.315425166839469,17.345907713034684,14.358333333333341
Brachinus cyanochroaticus,WOOD,28,207.373,227.263,83.902,100.63,0.32446187218421485,0.4713107423233628,22.289240715571403,25.59121194231256
Brachinus cyanochroaticus,WOOD,31,215.322,197.067,83.662,84.119,0.2537352681026034,0.4033690367217869,19.19728660260034,22.230998202233938
Brachinus cyanochroaticus,WOOD,8,187.138,241.369,73.628,100.32,0.2763622534905199,0.36937799043062197,20.4934145862001,23.511981865284977
Brachinus cyanochroaticus,WOOD,13,200.86,217.758,79.724,92.268,0.29159349756660485,0.4009949278189622,21.117563556587978,24.247141814643648
Brachinus cyanochroaticus,WOOD,18,224.803,231.171,89.115,99.767,0.2920047130112775,0.43411147974781233,21.909153792944448,25.615331332255828
Brachinus cyanochroaticus,WOOD,10,179.492,209.266,71.37,88.591,0.2916211293260473,0.4045557675158876,20.202757891702277,25.40122767857145
Brachinus cyanochroaticus,WOOD,11,183.098,208.488,74.615,93.255,0.33977082356094623,0.48666559433810513,23.56500473335438,25.7681121099947
Brachinus cyanochroaticus,WOOD,31,199.73,213.727,78.689,90.909,0.27564208466240503,0.41056441056441056,19.482710926694335,25.15486014360735
Brachinus cyanochroaticus,WOOD,9,208.018,234.227,84.2,99.665,0.34536817102137773,0.42002709075402606,28.015130674002737,27.169270460083126
Brachinus cyanochroaticus,WOOD,10,228.76,226.423,91.332,97.813,0.31340603512460036,0.43686422050238716,25.178870877585236,25.900634199995327
Brachinus cyanochroaticus,WOOD,8,194.307,213.09,80.238,93.755,0.3607517635035769,0.46119140312516665,23.806398120638438,25.39790466939569
Brachinus cyanochroaticus,WOOD,6,159.439,270.413,64.563,107.039,0.3046326843548162,0.29315483141658655,15.515558267236113,23.04853564485802
Brachinus cyanochroaticus,WOOD,34,189.081,279.33,76.665,105.85,0.3194286832322442,0.21945205479452054,19.757442116868802,21.27857419604801
Brachinus cyanochroaticus,WOOD,9,211.974,228.211,86.766,99.603,0.3481317566788834,0.4553678102065199,24.011123617824254,26.6081665049828
Brachinus cyanochroaticus,WOOD,19,198.936,230.593,77.738,91.733,0.25167871568602224,0.2914109426269717,14.879631995911069,19.881789615442138
Brachinus cyanochroaticus,WOOD,20,196.188,251.639,79.293,98.12,0.3080599800739032,0.26321850794944956,17.59446514103247,20.75270066209778
Brachinus cyanochroaticus,WOOD,35,213.098,195.067,82.626,82.251,0.254024157044998,0.39204386572807626,20.576492448425334,23.828071698815354
Brachinus cyanochroaticus,WOOD,22,204.536,190.657,80.836,81.918,0.28305457964273345,0.4163309651114529,20.427428871115797,23.06934467086937
Brachinus cyanochroaticus,WOOD,14,203.669,222.91,80.758,86.641,0.28335273285618756,0.25302108701423126,18.77638421535639,18.696286835142782
Brachinus cyanochroaticus,WOOD,15,222.959,185.438,89.719,80.936,0.32755603606816824,0.44494415340515964,25.67986933442223,24.415194935021656
Brachinus cyanochroaticus,WOOD,34,191.032,200.436,73.619,82.034,0.2337304228527961,0.33746982958285593,16.001627244725988,21.027308192457745
Brachinus cyanochroaticus,WOOD,31,207.967,267.824,85.216,109.34,0.33377534735260983,0.3544814340588988,19.417782934289615,26.814933305812854
Brachinus cyanochroaticus,WOOD,33,206.929,221.625,83.23,93.326,0.305238495734711,0.392173670788419,19.009643770911225,24.339344262295075
Brachinus cyanochroaticus,WOOD,30,191.357,248.91,78.434,99.72,0.34692862789096557,0.3101684717208182,23.101686817831034,22.521823472356942
Brachinus cyanochroaticus,WOOD,40,184.745,201.202,71.695,85.141,0.2443824534486365,0.3951092892965787,16.10182067233607,23.29191438763376
Brachinus cyanochroaticus,WOOD,8,158.943,257.033,63.049,100.653,0.28046440070421425,0.2774780682145589,17.51512752361024,23.485266210748676
Brachinus cyanochroaticus,WOOD,35,199.982,198.709,78.788,82.605,0.27603188302787235,0.3606440288118153,19.62663233400771,21.09898962773992
Brachinus cyanochroaticus,WOOD,36,216.449,195.629,89.166,87.13,0.3561671489132629,0.4792838287616205,23.55375023616098,25.515804597701152
Brachinus cyanochroaticus,WOOD,3,212.667,160.466,85.84,58.338,0.3254310344827586,0.14042305187013612,23.662788616431,13.447265624999968
Brachinus cyanochroaticus,WOOD,9,205.869,242.139,82.689,100.484,0.31271390390499326,0.373910274272521,22.085234743599663,25.281060364100917
Brachinus cyanochroaticus,WOOD,1,186.233,123.974,75.049,43.865,0.3186851257178644,0.08815684486492663,22.377388468453397,1.753297129557833
Brachinus cyanochroaticus,WOOD,2,206.775,130.195,80.165,46.535,0.2653402357637374,0.11099172665735464,24.884584645761805,10.687318489835434
Brachinus cyanochroaticus,WOOD,36,211.496,203.013,85.997,81.501,0.3328953335581473,0.309480865265457,22.55344418052256,21.304365063632385
Brachinus cyanochroaticus,WOOD,10,236.534,219.717,96.486,93.958,0.3476566548514811,0.41681389557036125,25.335082279990434,24.771850981794035
Brachinus cyanochroaticus,WOOD,2,193.462,208.3,78.455,90.24,0.3235357848448154,0.43428634751773043,20.9502422881456,24.434804797142142
Brachinus cyanochroaticus,WOOD,34,195.488,204.497,77.477,87.899,0.28324535023297237,0.4130081115826119,18.99384825700617,22.156846541608115
Calathus advena,NIWO,23,181.305,178.383,65.306,67.206,0.11890178544084776,0.18679879772639346,7.0856406954282045,8.95172853273853
Calathus advena,NIWO,19,169.73,178.347,63.756,71.854,0.1932837693707259,0.2991900242157708,15.132678730828523,16.13452414178063
Calathus advena,NIWO,18,176.568,181.834,66.425,73.105,0.19349642453895366,0.2940701730387799,13.999844394304796,15.392129500418651
Calathus advena,NIWO,33,179.604,169.634,67.365,68.469,0.19119720923328135,0.2920007594677883,15.228260869565197,12.6434251988196
Calathus advena,NIWO,35,180.53,191.571,67.577,75.731,0.19018305044615771,0.26518862817076216,16.35387488328665,13.575661006821687
Calathus advena,NIWO,16,168.098,187.34,62.85,72.141,0.17716785998408907,0.22419983088673567,9.79613830264927,12.112031655743783
Calathus advena,NIWO,20,171.497,164.082,63.584,65.02,0.16974396074484155,0.27231621039680104,12.958398962290408,15.025415113520841
Calathus advena,NIWO,24,179.055,187.672,65.715,75.356,0.1553374419843263,0.28605552311693827,13.671630094043879,13.12673965485248
Calathus advena,NIWO,22,190.361,193.995,72.14,77.984,0.20615469919600782,0.2948553549446039,14.86686390532547,15.737148821431678
Calathus advena,NIWO,28,196.93,177.976,71.345,70.537,0.13499194057046734,0.2643010051462354,13.437856920361305,11.750254787319648
Calathus advena,NIWO,24,188.163,187.073,71.847,76.369,0.21288293178559986,0.31246971938875717,12.600196142530283,14.311695930939104
Calathus advena,NIWO,7,180.631,164.24,66.38,64.436,0.15447423922868328,0.2487894965547211,11.696898771211254,11.205788784230563
Calathus advena,NIWO,17,183.858,160.293,67.684,62.645,0.1636132616275634,0.253715380317663,16.00505689001262,15.651189127972797
Calathus advena,NIWO,23,180.067,176.183,65.909,70.889,0.15677676796795584,0.2913992297817715,17.454756605051784,14.029142663503901
Calathus advena,NIWO,21,184.566,180.288,70.05,70.817,0.20963597430406858,0.2557436773656042,15.468845760980612,13.447076362431659
