site,month,year,montlyMeanTemp
BLAN,7,2021,21.2982086023581
BLAN,7,2022,20.8758558161245
BLAN,7,2023,21.1718446455402
BLAN,7,2024,22.6336694181777
BLAN,8,2017,20.8794002843792
BLAN,8,2018,21.7601742541382
BLAN,8,2019,21.429597110215
BLAN,8,2020,22.1614922478917
BLAN,8,2021,22.0945832508255
BLAN,8,2022,21.158710445406
BLAN,8,2023,21.2310795365301
BLAN,8,2024,21.4176745685164
BLAN,9,2017,18.1371458507044
BLAN,9,2018,20.5593715633379
BLAN,9,2019,19.8458213703786
BLAN,9,2020,18.1826418055556
BLAN,9,2021,19.3520773713554
BLAN,9,2022,18.5814663916857
BLAN,9,2023,18.8046394164187
BLAN,9,2024,18.3372693917938
BLAN,10,2017,15.022631075587
BLAN,10,2018,15.1390351617417
BLAN,10,2019,15.1151916468003
BLAN,10,2020,13.8913187624259
BLAN,10,2021,15.992258850329
BLAN,10,2022,11.8750466497941
BLAN,10,2023,13.7438580414812
BLAN,10,2024,13.3331368554668
BLAN,11,2017,7.53317239102969
BLAN,11,2018,7.30958440732265
BLAN,11,2019,7.74583195123131
BLAN,11,2020,9.79889346695174
BLAN,11,2021,7.73881074225468
BLAN,11,2022,8.78086186022458
BLAN,11,2023,7.64332536189318
BLAN,11,2024,10.4324906645328
BLAN,12,2017,3.03636581118187
BLAN,12,2018,3.57685094391496
BLAN,12,2019,4.01254932342578
BLAN,12,2020,4.03930452473016
BLAN,12,2021,5.68096592214885
BLAN,12,2022,3.39702916666667
BLAN,12,2023,4.91201202956989
BLAN,12,2024,3.70412257082384
CLBJ,1,2018,5.94903828154048
CLBJ,1,2019,7.65964711886164
CLBJ,1,2020,9.49975413003529
CLBJ,1,2021,8.20701002732856
CLBJ,1,2022,7.70635311927288
CLBJ,1,2023,9.38059302625536
CLBJ,1,2024,6.8562789575208
CLBJ,1,2025,6.65918432090132
CLBJ,2,2018,8.34347164516461
CLBJ,2,2019,9.29626867762683
CLBJ,2,2020,9.02484127864132
CLBJ,2,2021,6.90556079489087
CLBJ,2,2022,7.73346579523876
CLBJ,2,2023,8.81037269744762
CLBJ,2,2024,10.9292800943675
CLBJ,2,2025,8.5612764343641
CLBJ,3,2018,13.6532857650509
CLBJ,3,2019,10.7501650827087
CLBJ,3,2020,14.1129127884397
CLBJ,3,2021,12.7754992408452
CLBJ,3,2022,11.6517715014905
CLBJ,3,2023,13.2316874039499
CLBJ,3,2024,13.9961393992456
CLBJ,3,2025,13.7793363403176
CLBJ,4,2018,15.0551712972608
CLBJ,4,2019,15.7416158241938
CLBJ,4,2020,15.5683020461352
CLBJ,4,2021,15.1281263034008
CLBJ,4,2022,17.1875045995047
CLBJ,4,2023,15.5929138392857
CLBJ,4,2024,17.0293934634577
CLBJ,4,2025,18.3582
CLBJ,5,2018,21.8062013645221
CLBJ,5,2019,19.6187144452717
CLBJ,5,2020,19.2260668623127
CLBJ,5,2021,18.5583359050565
CLBJ,5,2022,20.8592212941892
CLBJ,5,2023,19.3981432750765
CLBJ,5,2024,20.6746631183147
CLBJ,6,2018,25.5740957135462
CLBJ,6,2019,22.5647665483442
CLBJ,6,2020,22.1833923870164
CLBJ,6,2021,22.4811817259074
CLBJ,6,2022,24.0584644478768
CLBJ,6,2023,23.4316286203998
CLBJ,6,2024,23.816447149377
CLBJ,7,2017,25.6999263710912
CLBJ,7,2018,26.6900365888842
CLBJ,7,2019,24.5069953465107
CLBJ,7,2020,25.0999623831441
CLBJ,7,2021,24.21152003684
CLBJ,7,2022,26.7390196234231
CLBJ,7,2023,26.1304734337565
CLBJ,7,2024,25.0876071847617
CLBJ,8,2017,24.5598899123863
CLBJ,8,2018,26.097198225567
CLBJ,8,2019,25.778791159434
CLBJ,8,2020,24.7694284029793
CLBJ,8,2021,24.8848390416912
CLBJ,8,2022,26.4502692908331
CLBJ,8,2023,27.917124865518
CLBJ,8,2024,26.7649668796385
CLBJ,9,2017,22.6396584966828
CLBJ,9,2018,23.7270488172176
CLBJ,9,2019,24.9467804077225
CLBJ,9,2020,22.0411907538803
CLBJ,9,2021,22.8427734338061
CLBJ,9,2022,23.9343698799133
CLBJ,9,2023,24.9420737981919
CLBJ,9,2024,22.8410200774939
CLBJ,10,2017,18.0724469746602
CLBJ,10,2018,18.0632592936335
CLBJ,10,2019,18.5375888374038
CLBJ,10,2020,17.6122019551479
CLBJ,10,2021,19.1198962290191
CLBJ,10,2022,18.6053494262733
CLBJ,10,2023,19.6090969349433
CLBJ,10,2024,20.2353529915964
CLBJ,11,2017,14.4617700868056
CLBJ,11,2018,11.7012901768179
CLBJ,11,2019,11.4140390633627
CLBJ,11,2020,14.0998965277778
CLBJ,11,2021,13.3043425370852
CLBJ,11,2022,13.140077503794
CLBJ,11,2023,13.8551961935547
CLBJ,11,2024,15.2476312931435
CLBJ,12,2017,9.622402296947
CLBJ,12,2018,9.30468345780445
CLBJ,12,2019,9.57688309074321
CLBJ,12,2020,9.30171587731945
CLBJ,12,2021,13.029539717027
CLBJ,12,2022,9.96785505762841
CLBJ,12,2023,10.8519253871123
CLBJ,12,2024,11.0192380743358
CPER,1,2017,-1.03699397849462
CPER,1,2018,-0.615625419809282
CPER,1,2019,-0.77694062057707
CPER,1,2020,-1.00892761044881
CPER,1,2021,-0.754039831734041
CPER,1,2022,-0.284543438648428
CPER,1,2023,-0.328956890341684
CPER,1,2024,-1.90234596964485
CPER,1,2025,-2.0350835692225
CPER,2,2017,2.78177470238095
CPER,2,2018,-0.276185757362155
CPER,2,2019,-1.13323586309524
CPER,2,2020,-0.60190512243878
CPER,2,2021,-2.36516875090702
CPER,2,2022,-0.0162862149511806
CPER,2,2023,-1.03860477269157
CPER,2,2024,2.35704678949323
CPER,2,2025,-0.233038272973583
CPER,3,2017,7.15036472650771
CPER,3,2018,4.89141445966088
CPER,3,2019,3.22065085125448
CPER,3,2020,4.32121562724014
CPER,3,2021,2.01907756985175
CPER,3,2022,5.01652067891844
CPER,3,2023,1.97237249074696
CPER,3,2024,5.22382804401493
CPER,3,2025,6.75398409557566
CPER,4,2017,10.929658740226
CPER,4,2018,9.28524348227298
CPER,4,2019,9.69616601498682
CPER,4,2020,8.71089174444028
CPER,4,2021,6.99036244806256
CPER,4,2022,10.7323234105055
CPER,4,2023,7.5073567340408
CPER,4,2024,9.79806769131234
CPER,4,2025,11.0783
CPER,5,2017,13.4054112903226
CPER,5,2018,16.3654010183446
CPER,5,2019,11.3406450246228
CPER,5,2020,15.9758843336446
CPER,5,2021,13.3340963398571
CPER,5,2022,14.999100920906
CPER,5,2023,15.2659462127319
CPER,5,2024,14.1259371691676
CPER,6,2017,22.1283269396552
CPER,6,2018,22.7065305020695
CPER,6,2019,18.0354103974895
CPER,6,2020,21.6529504950142
CPER,6,2021,21.7174054287335
CPER,6,2022,22.3202467545907
CPER,6,2023,19.3461105083592
CPER,6,2024,23.2248766267731
CPER,7,2016,27.2979428571429
CPER,7,2017,24.8853265486209
CPER,7,2018,25.870398417562
CPER,7,2019,24.3040811723952
CPER,7,2020,25.2728368917133
CPER,7,2021,24.611967883121
CPER,7,2022,25.3381171997831
CPER,7,2023,23.2481075001328
CPER,7,2024,23.7809376261518
CPER,8,2016,23.1075383064516
CPER,8,2017,22.0817622892445
CPER,8,2018,24.4507317891395
CPER,8,2019,25.8877399865591
CPER,8,2020,25.795792405914
CPER,8,2021,24.9796999222077
CPER,8,2022,25.4639044143301
CPER,8,2023,22.8200945903652
CPER,8,2024,23.4774702674832
CPER,9,2016,19.9724907638889
CPER,9,2017,19.5635113726359
CPER,9,2018,22.1124288289643
CPER,9,2019,21.8493334788774
CPER,9,2020,19.6447572222222
CPER,9,2021,21.3385090506552
CPER,9,2022,20.9005681366741
CPER,9,2023,19.7467904618722
CPER,9,2024,21.0842677841904
CPER,10,2016,13.49286852015
CPER,10,2017,9.8784792288599
CPER,10,2018,10.5524467283984
CPER,10,2019,9.50694853505694
CPER,10,2020,11.8286935653561
CPER,10,2021,13.4134376827256
CPER,10,2022,12.4886078746079
CPER,10,2023,12.8552263139616
CPER,10,2024,15.2262169866577
CPER,11,2016,7.34326685606061
CPER,11,2017,5.62667632764669
CPER,11,2018,3.72093396854295
CPER,11,2019,3.94835098639227
CPER,11,2020,4.46613973711003
CPER,11,2021,6.90256034722222
CPER,11,2022,3.2747692087688
CPER,11,2023,5.11179705833829
CPER,11,2024,4.39224019098634
CPER,12,2016,-1.41030024604887
CPER,12,2017,0.730161706548635
CPER,12,2018,-0.512585667619436
CPER,12,2019,0.614341625326701
CPER,12,2020,0.299961582636356
CPER,12,2021,2.10102080242456
CPER,12,2022,-1.42485219169286
CPER,12,2023,1.19136642421962
CPER,12,2024,1.88624406777143
DCFS,1,2018,-2.98231316526611
DCFS,1,2019,-2.61518229026394
DCFS,1,2020,0.0900824634222893
DCFS,1,2021,-1.50329766336093
DCFS,1,2022,-0.239012420733023
DCFS,1,2023,-0.17219875522265
DCFS,1,2024,-0.710701157316657
DCFS,1,2025,-0.972566106076704
DCFS,2,2018,-4.14140443875772
DCFS,2,2019,-3.69039479479711
DCFS,2,2020,-0.290690518503194
DCFS,2,2021,-5.99947882308003
DCFS,2,2022,-1.00828967341413
DCFS,2,2023,-1.08891811540592
DCFS,2,2024,-0.342275639709125
DCFS,2,2025,-1.83946001453861
DCFS,3,2018,-0.958830132962024
DCFS,3,2019,-2.26984194844049
DCFS,3,2020,0.0283340823361197
DCFS,3,2021,0.688043915426087
DCFS,3,2022,-0.446876512171702
DCFS,3,2023,-0.886941931441191
DCFS,3,2024,-0.369538910206777
DCFS,3,2025,-0.0532017328209218
DCFS,4,2018,1.29882552214444
DCFS,4,2019,2.14862019504498
DCFS,4,2020,2.39591066567305
DCFS,4,2021,4.35834865905197
DCFS,4,2022,0.578966650233474
DCFS,4,2023,1.35587973679501
DCFS,4,2024,2.70487444444444
DCFS,4,2025,0.399275
DCFS,5,2018,12.4383098689567
DCFS,5,2019,8.20598441237057
DCFS,5,2020,9.13256319272126
DCFS,5,2021,10.4249049628379
DCFS,5,2022,9.3034030340583
DCFS,5,2023,12.2144354669853
DCFS,5,2024,10.2678182449918
DCFS,6,2018,17.6313994159544
DCFS,6,2019,15.0893453442146
DCFS,6,2020,15.6464392327462
DCFS,6,2021,17.4914820052417
DCFS,6,2022,15.9040560948582
DCFS,6,2023,17.744035195795
DCFS,6,2024,14.9524443891402
DCFS,7,2017,20.4342287054109
DCFS,7,2018,19.7229522198281
DCFS,7,2019,18.908701305719
DCFS,7,2020,18.9730015490843
DCFS,7,2021,20.8366500372454
DCFS,7,2022,19.2421189168155
DCFS,7,2023,18.0581985887097
DCFS,7,2024,18.4596217219171
DCFS,8,2017,18.3839211920176
DCFS,8,2018,18.846271549623
DCFS,8,2019,17.5733872983871
DCFS,8,2020,18.596066888796
DCFS,8,2021,20.1677219581331
DCFS,8,2022,18.8459826664726
DCFS,8,2023,18.3533285878179
DCFS,8,2024,18.1262409144414
DCFS,9,2017,15.0325332150612
DCFS,9,2018,14.2661433191408
DCFS,9,2019,14.959358297634
DCFS,9,2020,13.7529710567385
DCFS,9,2021,15.7829799656145
DCFS,9,2022,15.2528573521728
DCFS,9,2023,16.0756738792271
DCFS,9,2024,16.5872690108191
DCFS,10,2017,8.80405186561114
DCFS,10,2018,5.97900305184929
DCFS,10,2019,6.50893261914626
DCFS,10,2020,6.67230328993297
DCFS,10,2021,10.1624655776975
DCFS,10,2022,8.64770964596486
DCFS,10,2023,10.0472993761793
DCFS,10,2024,10.7002188794792
DCFS,11,2017,0.841256041993997
DCFS,11,2018,1.03219725130941
DCFS,11,2019,0.914128124120957
DCFS,11,2020,2.09623907986111
DCFS,11,2021,3.08371280749582
DCFS,11,2022,3.0304276016232
DCFS,11,2023,3.01098788502958
DCFS,11,2024,4.84127013888889
DCFS,12,2017,-0.606704637096774
DCFS,12,2018,-1.2111873655914
DCFS,12,2019,0.371436362407641
DCFS,12,2020,-1.28727295867669
DCFS,12,2021,0.569031226691751
DCFS,12,2022,0.350942345671667
DCFS,12,2023,0.852777223306501
DCFS,12,2024,0.185315633711107
DELA,1,2018,9.63520743089087
DELA,1,2019,10.8161210325005
DELA,1,2020,11.0529111634199
DELA,1,2021,11.8568238054778
DELA,1,2022,12.7911069606286
DELA,1,2023,13.2280770151324
DELA,1,2024,10.6284346695494
DELA,1,2025,11.2232643842258
DELA,2,2018,14.5331582277095
DELA,2,2019,12.6761684582343
DELA,2,2020,12.8118179024115
DELA,2,2021,11.1386822264634
DELA,2,2022,11.6500885330401
DELA,2,2023,13.7784682829914
DELA,2,2024,12.7554477623193
DELA,2,2025,13.1438165434355
DELA,3,2018,14.8819203825251
DELA,3,2021,14.8410700270754
DELA,3,2022,14.4747800817891
DELA,3,2023,16.1903601577045
DELA,3,2024,14.8890350772419
DELA,3,2025,14.7945595449489
DELA,4,2018,15.8533723499514
DELA,4,2021,17.1305840909604
DELA,4,2022,16.9644102083333
DELA,4,2023,17.1922598194376
DELA,4,2024,17.1248090406915
DELA,4,2025,18.663425
DELA,5,2018,20.4106590810033
DELA,5,2019,22.807905421147
DELA,5,2021,19.2397750462398
DELA,5,2022,20.76269240341
DELA,5,2023,19.5364940546941
DELA,5,2024,21.0406787352615
DELA,6,2017,22.9211128325908
DELA,6,2018,23.942581855294
DELA,6,2019,23.2751128398842
DELA,6,2021,22.6610776286138
DELA,6,2022,23.6962345092472
DELA,6,2023,22.4381293212291
DELA,6,2024,23.0843336212254
DELA,7,2018,24.8183907970577
DELA,7,2019,24.4933461950597
DELA,7,2020,24.7889285714286
DELA,7,2021,24.1019915775134
DELA,7,2022,25.0448754393332
DELA,7,2023,24.7805632212765
DELA,7,2024,24.7046484286469
DELA,8,2018,24.4554433363174
DELA,8,2019,24.6389158036577
DELA,8,2020,24.6067448080277
DELA,8,2021,24.7305356182796
DELA,8,2022,24.4712726807969
DELA,8,2023,25.5046933210096
DELA,8,2024,24.682317526673
DELA,9,2018,24.4285455787682
DELA,9,2019,24.4770992194363
DELA,9,2020,23.0226159016106
DELA,9,2021,22.9008671622561
DELA,9,2022,22.7125086593821
DELA,9,2023,23.2735183726491
DELA,9,2024,23.233358995404
DELA,10,2018,21.0021485322191
DELA,10,2019,20.9330777463998
DELA,10,2020,19.6953094402015
DELA,10,2021,20.646138172043
DELA,10,2022,18.0655209005376
DELA,10,2023,19.5711168521064
DELA,10,2024,20.1008864994573
DELA,11,2017,16.4340960744559
DELA,11,2018,15.3365617291966
DELA,11,2019,15.0056658652723
DELA,11,2020,16.8155962821365
DELA,11,2021,15.7013991282506
DELA,11,2022,16.1737625720268
DELA,11,2023,16.4809598317623
DELA,11,2024,19.0851375757826
DELA,12,2017,12.7729667620866
DELA,12,2018,13.0202716694686
DELA,12,2019,13.9051803419762
DELA,12,2020,12.8418814280786
DELA,12,2021,15.3319329431098
DELA,12,2022,14.320573590236
DELA,12,2023,13.6089178719148
DELA,12,2024,14.1449122603074
DSNY,1,2018,15.7319149193548
DSNY,1,2019,16.3790385001677
DSNY,1,2020,18.2191129720813
DSNY,1,2021,16.3221762915065
DSNY,1,2022,18.4891990591398
DSNY,1,2023,17.04340834959
DSNY,1,2024,16.8536125339169
DSNY,1,2025,15.0050482921431
DSNY,2,2017,19.4966741758435
DSNY,2,2018,20.2546550418645
DSNY,2,2019,18.9979341517857
DSNY,2,2020,19.1578816331537
DSNY,2,2021,18.9616949298022
DSNY,2,2022,18.0721495534253
DSNY,2,2023,19.561854926382
DSNY,2,2024,16.6744047657718
DSNY,2,2025,20.1064798890819
DSNY,3,2017,20.6348211693548
DSNY,3,2018,18.8041361302869
DSNY,3,2019,19.6168613575269
DSNY,3,2020,21.4113728422863
DSNY,3,2021,20.5489107388043
DSNY,3,2022,21.0687591727521
DSNY,3,2023,21.5722489682026
DSNY,3,2024,20.7464004189583
DSNY,3,2025,20.9250487549506
DSNY,4,2017,23.7067215277778
DSNY,4,2018,22.2971293857692
DSNY,4,2019,22.1769129386831
DSNY,4,2020,23.7503982088067
DSNY,4,2021,22.1101985896088
DSNY,4,2022,22.8415057018322
DSNY,4,2023,23.685202285365
DSNY,4,2024,21.4537766997307
DSNY,4,2025,26.7063
DSNY,5,2017,26.2980516073029
DSNY,5,2018,24.0515267790307
DSNY,5,2019,26.5854041273431
DSNY,5,2020,24.8314797304154
DSNY,5,2021,24.9909112549842
DSNY,5,2022,25.5365891963293
DSNY,5,2023,25.1491092595556
DSNY,5,2024,25.6977172952044
DSNY,6,2017,26.5364815900784
DSNY,6,2018,26.344031875
DSNY,6,2019,28.235032719037
DSNY,6,2020,27.1085287191345
DSNY,6,2021,26.3466950006221
DSNY,6,2022,27.0495483522954
DSNY,6,2023,26.51469792154
DSNY,6,2024,27.2530301907633
DSNY,7,2017,27.740461155914
DSNY,7,2018,26.9859655299236
DSNY,7,2019,28.7296147801436
DSNY,7,2020,27.7071277382025
DSNY,7,2021,26.9069798387097
DSNY,7,2022,28.0931168682796
DSNY,7,2023,28.0376258648422
DSNY,7,2024,27.9070497461717
DSNY,8,2017,28.0232757392473
DSNY,8,2018,27.2679997968986
DSNY,8,2019,28.6426980933207
DSNY,8,2020,28.1990543671405
DSNY,8,2021,27.5444706993775
DSNY,8,2022,27.7972535686333
DSNY,8,2023,28.4156193949729
DSNY,8,2024,27.524024749601
DSNY,9,2017,27.2352610443736
DSNY,9,2018,26.9504117584915
DSNY,9,2019,27.6329689868656
DSNY,9,2020,27.2557148125828
DSNY,9,2021,26.6013554516807
DSNY,9,2022,27.02866125
DSNY,9,2023,26.9250920343848
DSNY,9,2024,27.2672117781955
DSNY,10,2017,24.7406321088061
DSNY,10,2018,25.0440856463183
DSNY,10,2019,26.1872905263896
DSNY,10,2020,25.6756858982761
DSNY,10,2021,24.3558907404897
DSNY,10,2022,23.5633713387055
DSNY,10,2023,24.2187329907857
DSNY,10,2024,24.2140297844921
DSNY,11,2017,20.8080455440006
DSNY,11,2018,21.5606900237342
DSNY,11,2019,21.4290890082668
DSNY,11,2020,22.7821546070206
DSNY,11,2021,19.6574685416667
DSNY,11,2022,22.3792566000224
DSNY,11,2023,21.5632116030888
DSNY,11,2024,21.3687438194444
DSNY,12,2017,18.2061023521505
DSNY,12,2018,17.7514756420156
DSNY,12,2019,19.0907793689328
DSNY,12,2020,16.7466483891393
DSNY,12,2021,18.9380701612903
DSNY,12,2022,18.4678592854252
DSNY,12,2023,18.4307278326795
DSNY,12,2024,17.5599666373725
GRSM,1,2018,3.63699904485181
GRSM,1,2019,6.6636761031452
GRSM,1,2020,8.01039621743887
GRSM,1,2021,6.50349904729082
GRSM,1,2022,6.40661074926832
GRSM,1,2023,7.90266642837426
GRSM,1,2024,5.81914293028816
GRSM,1,2025,4.36503538312492
GRSM,2,2018,9.24648480659836
GRSM,2,2019,8.50282896023848
GRSM,2,2020,8.09059841057823
GRSM,2,2021,6.0323580673337
GRSM,2,2022,7.61187754248654
GRSM,2,2023,9.22179888392857
GRSM,2,2024,8.01686510647428
GRSM,2,2025,7.75429815142247
GRSM,3,2018,9.51970601591567
GRSM,3,2019,9.35874828020623
GRSM,3,2020,11.7092531396515
GRSM,3,2021,10.7760572070952
GRSM,3,2022,10.8418511812843
GRSM,3,2023,10.807563258377
