"siteName","longitude","latitude","meanSoilMoisture"
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Santa Rita Experimental Range NEON",-110.83549,31.91068,315
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Smithsonian Conservation Biology Institute NEON",-78.13949,38.89292,397
"Smithsonian Conservation Biology Institute NEON",-78.13949,38.89292,397
"Smithsonian Conservation Biology Institute NEON",-78.13949,38.89292,397
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"University of Notre Dame Environmental Research Center NEON",-89.53725,46.23391,371
"University of Notre Dame Environmental Research Center NEON",-89.53725,46.23391,371
"KU Field Station NEON",-95.19215,39.04043,427
"KU Field Station NEON",-95.19215,39.04043,427
"KU Field Station NEON",-95.19215,39.04043,427
"KU Field Station NEON",-95.19215,39.04043,427
"KU Field Station NEON",-95.19215,39.04043,427
"Chase Lake National Wildlife Refuge NEON",-99.24133,47.1282,416
"Chase Lake National Wildlife Refuge NEON",-99.24133,47.1282,416
"Chase Lake National Wildlife Refuge NEON",-99.24133,47.1282,416
"Chase Lake National Wildlife Refuge NEON",-99.24133,47.1282,416
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Marvin Klemme Range Research Station NEON",-99.05878,35.4106,371
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"KU Field Station NEON",-95.19215,39.04043,427
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Northern Great Plains Research Laboratory NEON",-100.91535,46.76972,376
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Konza Prairie Biological Station NEON",-96.56307,39.10077,438
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Central Plains Experimental Range NEON",-104.74559,40.81554,338.5
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
"Ordway-Swisher Biological Station NEON",-81.99343,29.68928,250
